file,loai,stt,title,so_tu,trung_lap,loi,url
short/0011-hotel-clerk-mocked-black-elderly-woman-s-appearance-froze-wh.md,short,6,"Hotel Clerk Mocked Black Elderly Woman's Appearance — Froze When Manager Called Her ""Boss""",367,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.65a68gcysaoa
short/0012-no-one-could-reach-ceo-s-difficult-daughter-however-black-wa.md,short,7,No One Could Reach CEO's Difficult Daughter — However Black Waitress Did What Others Couldn't,400,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.vsc9cxwwmp7s
kich-ban/0013-japanese-billionaire-about-to-leave-deal-until-black-custodi.md,long,8,Japanese Billionaire About to Leave Deal — Until Black Custodian's Son Spoke His Language,7628,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.s1whv4u63fxf
short/0014-black-kid-nearly-died-saving-biker-s-child-next-day-entire-m.md,short,8,Black Kid Nearly Died Saving Biker's Child — Next Day Entire Motorcycle Gang Arrived at His Door,471,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.lah8k25nymkc
kich-ban/0015-doctors-couldn-t-help-billionaire-s-deaf-daughter-until-a-po.md,long,9,Doctors Couldn't Help Billionaire's Deaf Daughter — Until a Poor Black Girl Proved Them All Wrong,7716,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.k25o13ltt2lh
short/0016-husband-insulted-wife-in-french-thinking-she-couldn-t-unders.md,short,9,Husband Insulted Wife in French Thinking She Couldn't Understand — Then She Answered Back,447,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.vy91izqtqdjl
kich-ban/0017-cop-s-son-arrested-judge-s-daughter-without-knowing-then-one.md,long,10,Cop's Son Arrested Judge's Daughter Without Knowing — Then One Phone Call Changed Everything Forever,7796,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.73i7fq8q4oju
short/0018-billionaire-demanded-where-s-the-chef-then-all-eyes-turned-t.md,short,10,"Billionaire Demanded ""Where's the Chef?!"" — Then All Eyes Turned to Black Waitress",381,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.vy3zorvqmqlm
kich-ban/0019-billionaire-dragged-black-ceo-s-daughter-from-vip-then-lost.md,long,11,Billionaire Dragged Black CEO's Daughter From VIP — Then Lost His Biggest Deal Worth Billions,7583,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.ou7uy6ljq3tx
short/0020-cop-s-son-arrested-woman-for-parking-wrong-then-discovered-s.md,short,11,Cop's Son Arrested Woman For Parking Wrong — Then Discovered She's The Judge Who Controls His Future,417,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.87ut8yrhlpdg
kich-ban/0021-scientists-laughed-at-a-black-janitor-s-son-until-he-solved.md,long,12,Scientists Laughed at a Black Janitor’s Son — Until He Solved Their Billion Dollar Problem,7668,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.tef53aqowlui
short/0022-cops-arrested-black-marshal-illegally-in-shopping-mall-momen.md,short,12,Cops Arrested Black Marshal Illegally in Shopping Mall — Moments Later Everything He Had Was Gone,399,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.9d2czm6pefij
kich-ban/0023-black-kid-used-last-dollar-for-elderly-stranger-didn-t-know.md,long,13,Black Kid Used Last Dollar for Elderly Stranger — Didn't Know She Was Billionaire's Mother,7687,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.kfzm48s8wl2c
short/0024-principal-forced-black-boy-perform-to-humiliate-him-his-fing.md,short,13,Principal Forced Black Boy Perform to Humiliate Him — His Fingers Hit Keys and,399,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.avvoscov1gjw
kich-ban/0025-mafia-boss-s-bulldog-never-obeyed-anyone-until-black-girl-us.md,long,14,Mafia Boss's Bulldog Never Obeyed Anyone — Until Black Girl Used Her Father's Technique,8022,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.e2uswl2k3j1q
short/0026-cop-slapped-black-man-in-uniform-minutes-later-federal-agent.md,short,14,"Cop Slapped Black Man in Uniform — Minutes Later, Federal Agents Surrounded the Police Station",418,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.7bj8psuk2tty
kich-ban/0027-little-black-girl-stopped-mafia-boss-from-starting-engine-wh.md,long,15,Little Black Girl Stopped Mafia Boss from Starting Engine — What She Found Saved His Life,7488,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.a1exlbqodfz
short/0028-gang-attacked-black-girl-until-unconscious-then-her-mother-d.md,short,16,Gang Attacked Black Girl Until Unconscious — Then Her Mother Did What No One Expected,457,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.gw7mmgp9pch3
kich-ban/0029-pop-star-forced-black-student-onstage-to-mock-her-what-happe.md,long,16,Pop Star Forced Black Student Onstage to Mock Her — What Happened Next Made Him Lose Everything,7948,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.6zd19fvf2pb0
short/0030-billionaire-spent-millions-on-ferrari-repairs-with-no-result.md,short,17,Billionaire Spent Millions on Ferrari Repairs With No Results — Until the Black Maid’s Son Walked In,453,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.45b30y1skwy2
kich-ban/0031-judge-ignored-black-teenager-in-court-until-he-cited-laws-ev.md,long,17,Judge Ignored Black Teenager in Court — Until He Cited Laws Even Judge Forgot,7219,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.po2lvev5ou87
short/0032-nobody-could-translate-ancient-contract-until-black-homeless.md,short,18,Nobody Could Translate Ancient Contract — Until Black Homeless Boy Spoke It Fluently in Seconds,399,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.dzkoo6lvm1dp
kich-ban/0033-principal-forced-black-boy-perform-to-humiliate-him-his-fing.md,long,18,Principal Forced Black Boy Perform to Humiliate Him  — His Fingers Hit Keys and Everything Changed,7315,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.k5hbqo8arz9a
short/0034-black-girl-pulled-pregnant-woman-from-burning-car-billionair.md,short,19,Black Girl Pulled Pregnant Woman from Burning Car — Billionaire Husband Cried at Her Request,419,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.m9utbfudo8a4
kich-ban/0035-translate-this-you-get-my-company-millionaire-grinned-until.md,long,19,"""Translate This, You Get My COMPANY"" — Millionaire Grinned… Until Black Girl Spoke Arabic",7818,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.2yenze81pup2
short/0036-black-woman-fed-starving-man-despite-being-broke-what-strang.md,short,20,Black Woman Fed Starving Man Despite Being Broke — What Stranger Left Changed Her Fortune,457,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.9ryfarlnx92t
kich-ban/0037-nobody-could-communicate-with-billionaire-s-deaf-son-until-b.md,long,20,Nobody Could Communicate with Billionaire's Deaf Son — Until Black Maid's Son Brought Him Joy,7871,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.i7o7qfew0kvj
short/0038-black-hairdresser-fired-for-free-veteran-haircut-didn-t-know.md,short,21,Black Hairdresser Fired for Free Veteran Haircut — Didn't Know Veteran Was Mayor's Father,461,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.ybf0o99abe25
kich-ban/0039-flight-attendant-yelled-at-black-boy-no-food-for-you-didn-t.md,long,21,Flight Attendant Yelled at Black Boy “No Food for You” — Didn’t Know His Father Owned Entire Airline,7806,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.8khzzogpj1dr
short/0040-billionaire-stopped-when-he-heard-a-homeless-black-girl-sing.md,short,22,Billionaire Stopped When He Heard a Homeless Black Girl Singing — Then He Learned the Truth,422,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.sk8pj0pins64
kich-ban/0041-poor-black-boy-paid-for-hungry-old-woman-s-meal-next-day-bil.md,long,22,"Poor Black Boy Paid for Hungry Old Woman's Meal — Next Day, Billionaire Knocked on His Door",7667,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.41l4clm8biet
short/0042-gate-agent-denied-black-woman-boarding-then-8-year-old-black.md,short,23,Gate Agent Denied Black Woman Boarding — Then 8-Year-Old Black Girl Did the Unthinkable,448,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.m8w65yz1k79w
kich-ban/0043-mma-trainer-used-black-janitor-s-son-as-practice-dummy-then.md,long,23,MMA Trainer Used Black Janitor's Son as Practice Dummy — Then Got Destroyed in One Punch,7833,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.3gn80cy0dgqy
short/0044-black-woman-took-in-3-boys-no-one-wanted-what-they-did-when.md,short,24,Black Woman Took In 3 Boys No One Wanted — What They Did When They Came Back Shocked Town,408,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.y2qycef7kc32
kich-ban/0045-cop-handcuffed-black-grandma-in-store-what-she-whispered-mad.md,long,24,Cop Handcuffed Black Grandma in Store — What She Whispered Made Him Go Pale,7575,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.wc0rmq6xlce0
short/0046-sheriff-hit-black-grandma-in-restaurant-then-someone-walked.md,short,25,Sheriff Hit Black Grandma in Restaurant — Then Someone Walked In That Made Him Go Pale,436,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.vlyqi8plmpwn
kich-ban/0047-poor-black-girl-warned-millionaire-about-poisoned-cake-what.md,long,25,Poor Black Girl Warned Millionaire About Poisoned Cake — What Happened Next Changed Both Their Lives,7793,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.a5kd7r51f01v
short/0048-staff-threw-coke-at-black-woman-in-rags-she-was-billionaire.md,short,26,Staff Threw Coke at Black Woman in Rags — She Was Billionaire's Wife Coming From Charity,441,False,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.bv8tigdmbijr'
kich-ban/0049-hotel-clerk-mocked-black-elderly-woman-s-appearance-froze-wh.md,long,26,"Hotel Clerk Mocked Black Elderly Woman's Appearance — Froze When Manager Called Her ""Boss""",7794,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.yyg3wjvwdxi2
short/0050-black-boy-said-i-ll-win-100m-in-3-pitches-coach-laughed-unti.md,short,27,"Black Boy Said ""I'll Win $100M in 3 Pitches"" — Coach Laughed Until Kid Struck Out MLB Champion",431,False,False,https://docs.google.com/document/d/1XQBxFYyB21V2AjzV9LJORGTXKMFnz14pirDKR1rAfU8/edit?tab=t.0
kich-ban/0051-no-one-could-reach-ceo-s-difficult-daughter-however-black-wa.md,long,27,No One Could Reach CEO's Difficult Daughter — However Black Waitress Did What Others Couldn't,8353,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.gxdw5uqrk8et
short/0052-security-dragged-black-pilot-from-cockpit-what-she-did-next.md,short,28,Security Dragged Black Pilot from Cockpit — What She Did Next Left Entire Airline Speechless,423,False,False,https://docs.google.com/document/d/1L1_u0sqOAXRheKdvuEQD7Bz5LwCtDYIDVtfnud-NUE8/edit?tab=t.0
kich-ban/0053-black-kid-nearly-died-saving-biker-s-child-next-day-entire-m.md,long,28,Black Kid Nearly Died Saving Biker's Child — Next Day Entire Motorcycle Gang Arrived at His Door,7781,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.0
short/0054-teacher-gave-black-student-zero-on-perfect-test-parent-s-ema.md,short,29,Teacher Gave Black Student Zero on Perfect Test — Parent's Email Revealed Her Racism,405,False,False,https://docs.google.com/document/d/15Thr4fs8Ax4JhEdcismLcXkvVhOwFSVO5BjdshX6di0/edit?tab=t.0
kich-ban/0055-husband-insulted-wife-in-french-thinking-she-couldn-t-unders.md,long,29,Husband Insulted Wife in French Thinking She Couldn't Understand — Then She Answered Back,7485,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.yssxb4t4bb8x
short/0056-billionaire-ate-alone-on-new-year-s-eve-homeless-black-boy-w.md,short,30,Billionaire Ate Alone On New Year's Eve — Homeless Black Boy Walked Up And Did The Unthinkable,380,False,False,https://docs.google.com/document/d/1rqLONhdCEYKJmn3pmnjnQgjFlwHMxDfdimcC4JXteYk/edit?usp=sharing
short/0057-black-kid-nearly-died-saving-biker-s-child-next-day-entire-m.md,short,31,Black Kid Nearly Died Saving Biker's Child — Next Day Entire Motorcycle Gang Arrived at His Door,471,True,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.lah8k25nymkc
short/0058-billionaire-demanded-where-s-the-chef-then-all-eyes-turned-t.md,short,32,"Billionaire Demanded ""Where's the Chef?!"" — Then All Eyes Turned to Black Waitress",381,True,False,https://docs.google.com/document/d/1A6mYCQHEqvetb0I3CJ_kSC8dAwi6u59-eD4GMfOCKHM/edit?hl=vi&tab=t.vy3zorvqmqlm
kich-ban/0059-cop-s-son-arrested-woman-for-parking-wrong-then-discovered-s.md,long,31,Cop's Son Arrested Woman For Parking Wrong — Then Discovered She's The Judge Who Controls His Future,7618,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.yu6dawgh1i44
short/0060-black-girl-fed-homeless-man-daily-for-a-year-suddenly-army-o.md,short,33,Black Girl Fed Homeless Man Daily For A Year — Suddenly Army Officers Knocked on Door,415,False,False,https://docs.google.com/document/d/11aDui-Mbm5BxnJb2Yn387bzUgPkKUpLK4DdDTw0ApJY/edit?tab=t.0
kich-ban/0061-cops-arrested-black-marshal-illegally-in-shopping-mall-momen.md,long,32,Cops Arrested Black Marshal Illegally in Shopping Mall — Moments Later Everything He Had Was Gone,7701,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.9rea2edld3r0
short/0062-black-kid-used-last-dollar-for-elderly-stranger-didn-t-know.md,short,32,Black Kid Used Last Dollar for Elderly Stranger — Didn't Know She Was Billionaire's Mother,368,False,False,https://docs.google.com/document/d/16FpKMAG6tPyijeD-GcBtJzWTOwJCwPOAYHhdzdGnogw/edit?tab=t.0
kich-ban/0063-i-speak-9-languages-black-woman-said-judge-laughed-until-she.md,long,33,"""I Speak 9 Languages"" Black Woman Said — Judge Laughed Until She Proved It Instantly",7479,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.orjo5qjgq9s8
short/0064-billionaire-couldn-t-believe-mother-leaning-on-homeless-teen.md,short,33,"Billionaire Couldn't Believe Mother Leaning on Homeless Teen — Rushed Over, She Said ""He's My Hero""",411,False,False,https://docs.google.com/document/d/1tIebG2yo84ZAqqCAPVgAzoNVKmGMTn4pT7BNiV3UE7Q/edit?usp=sharing
kich-ban/0065-cop-slapped-black-man-in-uniform-minutes-later-federal-agent.md,long,34,"Cop Slapped Black Man in Uniform — Minutes Later, Federal Agents Surrounded the Police Station",7859,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.577ituigvnxh
short/0066-restaurant-manager-called-black-woman-homeless-trash-nearly.md,short,34,"Restaurant Manager Called Black Woman ""Homeless Trash"" — Nearly Fainted When She Owns Entire Chain",415,False,False,https://docs.google.com/document/d/1YllE-MVnrkG56jGzlGWYLUB1LteRQOo574ysQEfcWoA/edit?usp=sharing
kich-ban/0067-gang-attacked-black-girl-until-unconscious-then-her-mother-d.md,long,35,Gang Attacked Black Girl Until Unconscious — Then Her Mother Did What No One Expected,7813,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.ppnt3c1qh3gp
short/0068-captain-had-heart-attack-jet-shaking-poor-black-boy-took-pil.md,short,35,"Captain Had Heart Attack, Jet Shaking — Poor Black Boy Took Pilot Seat… Changed Everything",368,False,False,https://docs.google.com/document/d/1Rg3o11JAFiRWyBWmghRQ3x83majubL_PaWdDtKHA7CY/edit?usp=sharing
kich-ban/0069-black-hairdresser-fired-for-free-veteran-haircut-didn-t-know.md,long,36,Black Hairdresser Fired for Free Veteran Haircut — Didn't Know Veteran Was Mayor's Father,7445,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.svq9g9n2wx2f
short/0070-judge-laughed-when-9-year-old-became-dad-s-lawyer-stopped-la.md,short,36,Judge Laughed When 9-Year-Old Became Dad's Lawyer — Stopped Laughing When She Won Case,416,False,False,https://docs.google.com/document/d/1GCJ-VadPSnNdsj2xgkyur4FLnrFk-cvankz60UZracI/edit?usp=sharing
kich-ban/0071-nobody-could-translate-ancient-contract-until-black-homeless.md,long,37,Nobody Could Translate Ancient Contract — Until Black Homeless Boy Spoke It Fluently in Seconds,7675,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.n6ikz03e5cfr
short/0072-black-woman-pulled-frozen-boy-from-blizzard-next-morning-20.md,short,37,"Black Woman Pulled Frozen Boy from Blizzard — Next Morning, 20 Black SUVs Parked Outside",427,False,False,https://docs.google.com/document/d/1IqBBpXYKRPyvTR4UHZK6cKCxycaX6W9viKAh6bzPPkk/edit?hl=vi&tab=t.0
kich-ban/0073-billionaire-told-black-girl-don-t-touch-me-immediately-girl.md,long,38,Billionaire Told Black Girl 'Don't Touch Me' — Immediately Girl's Father Cancelled $2.4B Deal,7247,False,False,https://docs.google.com/document/d/1WkaEeURPumShnmEyLohnfHM7_3Fqu7V5UdK1_oMO3hE/edit?hl=vi&tab=t.i6lh1246akc4
short/0074-billionaire-used-japanese-to-insult-black-waitress-nearly-ch.md,short,38,Billionaire Used Japanese to Insult Black Waitress — Nearly Choked When She Spoke Back Fluently,448,False,False,https://docs.google.com/document/d/18qLX3TK1P-FjrOSXveibXYAzJgpWLzveWMqZOuK720E/edit?tab=t.0
kich-ban/0075-black-girl-pulled-pregnant-woman-from-burning-car-billionair.md,long,39,Black Girl Pulled Pregnant Woman from Burning Car — Billionaire Husband Cried at Her Request,7655,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.bx7hbs2lljzu
short/0076-clerk-tore-up-black-woman-s-reservation-nearly-wet-himself-w.md,short,39,Clerk Tore Up Black Woman's Reservation — Nearly Wet Himself When He Found Out She Owned the Hotel,465,False,False,https://docs.google.com/document/d/1AUURurZG1CVluPL3CpV3-DvJ2BrWj4PbQbb9iAq-pFI/edit?tab=t.0
kich-ban/0077-cop-demanded-private-records-without-warrant-what-black-woma.md,long,40,Cop Demanded Private Records Without Warrant — What Black Woman Said Next Ended His Career,7175,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.ftzl19q4t0e5
short/0078-teacher-gave-black-student-zero-on-perfect-test-parent-s-ema.md,short,40,Teacher Gave Black Student Zero on Perfect Test — Parent's Email Revealed Her Racism,452,False,False,https://docs.google.com/document/d/11sZbIoJhENjhAtlvlxXKyKCzG25ESdo32eDmRFbieHM/edit?tab=t.0
kich-ban/0079-black-woman-fed-starving-man-despite-being-broke-what-strang.md,long,41,Black Woman Fed Starving Man Despite Being Broke — What Stranger Left Changed Her Fortune,7627,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.7vocwj5mdygc
short/0080-not-one-surgeon-could-save-billionaire-s-wife-until-black-cl.md,short,41,Not One Surgeon Could Save Billionaire's Wife — Until Black Cleaning Lady Stepped In Bare-Handed,409,False,False,https://docs.google.com/document/d/1vrFsfiB6KV21FwfeOdvR8OPIhzZ_DFKS2LcF48743PY/edit?tab=t.0
kich-ban/0081-poor-black-girl-gave-last-8-to-stranger-didn-t-know-he-was-h.md,long,42,Poor Black Girl Gave Last $8 to Stranger — Didn't Know He Was Hell's Angels President,7664,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.qvmgpqfjeu88
short/0082-billionaire-couldn-t-believe-mother-leaning-on-homeless-teen.md,short,42,"Billionaire Couldn't Believe Mother Leaning on Homeless Teen — Rushed Over, She Said ""He's My Hero""",444,False,False,https://docs.google.com/document/d/15NBlhF84G03nfwdfRy6BZu0b4ifpVHRN38H_gfdZI54/edit?usp=sharing
